"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"4989","Q8TBC5","ZSC18_HUMAN Zinc finger and SCAN domain-containing protein 18 OS=Homo sapiens GN=ZSCAN18 PE=2 SV=2","ZSCAN18",-0.317972452,0.825686412,-0.221736717,1.451972078,-0.14144965,-0.467170656,0.424448241,-0.027302219,0.628666678,0.234470141,-0.379356066,0.086470022,-1.119951957,-0.265770623,-0.171376712,0.424202064,-0.154239922,-0.722287159,-0.710294724,-0.278805415,-0.912135201,-0.015007542,0.629787373,-0.295623017,0.02504919,0.112307652,0.154082967,1.363474095,0.242122628,0.019764979,0.148003518,-2.324716553,-1.095954288,-0.599702185,1.311844469,1.041159853,-0.057754262,0.250553898,0.122885969,0.026040902,0.153398022,0.021905651,-0.17132938,0.070377817,-0.301545144,-0.254911964,0.19256961,0.984283036,0.251757914,-0.148441518,0.938882099,-0.909821341,1.341712947,-1.143599262,-0.255331877,0.277929297,-0.774776411,0.094547165,0.099823212,0.320508535,0.033104972,0.152908884,0.532360052,0.598603984,-1.269926533,0.616153214,-0.497269634,0.545872638,0.046356888,-0.117903004,0.460167162,-1.310133721,-0.115180259,-1.196931546,0.063244608,-0.825854906,-0.408982048,0.347983945,-0.024011082,-0.761201091,-0.225285282,-0.638737853,0.164644136,-0.438518272,-0.059740339,0.958830053,0.201232647
"4990","Q8TBF5","PIGX_HUMAN Phosphatidylinositol-glycan biosynthesis class X protein OS=Homo sapiens GN=PIGX PE=2 SV=3","PIGX",0.179158349,0.29849061,-0.49706637,0.245896219,-0.219845328,0.404505948,-0.968461102,0.02034486,0.442453148,0.049636792,0.10931217,0.134621287,0.101963463,0.036783901,-0.010271918,0.052603694,0.032388002,-0.008524449,-0.060641034,-0.205863612,0.894638514,-0.074518955,0.622212827,0.012720908,0.187577015,-0.193307758,1.065309356,0.8568963,0.294952342,0.174232439,0.403431543,-0.442465718,-0.009897584,0.045835529,0.043383016,-0.432123527,0.593276319,-0.171323784,0.561922628,-0.046204895,0.522041642,-0.492953368,0.674703647,0.061320931,-0.195714598,-0.417117676,-0.32669902,-0.225791991,0.519628272,0.020784738,0.334287234,1.272679149,-0.399071386,-0.221988357,0.252474524,0.631796547,-0.097159598,0.081395686,-0.188888175,0.253936673,0.213729746,0.769779739,0.535609474,-0.059164254,0.220359675,0.251279055,0.136748362,0.326356882,0.158736469,-0.019875741,0.105074302,-0.305332055,-0.288071877,0.2012456,-0.037729248,-0.117134742,-0.322713153,-0.272801218,0.767516339,-0.061350904,-0.035961033,0.152830581,-0.683929817,0.240368439,-0.399282092,0.240931522,-0.013582581
"4991","Q8TBM8","DJB14_HUMAN DnaJ homolog subfamily B member 14 OS=Homo sapiens GN=DNAJB14 PE=1 SV=1","DNAJB14",0.168876568,0.129835821,0.038410424,1.000550281,0.484824939,-0.200671816,-0.904307209,-0.321556985,-0.329266995,0.193560333,-0.480945924,-0.392209608,0.357824583,0.858529466,0.350681379,-0.105774837,-0.025046934,0.456164644,0.567534112,0.073159953,-0.172685006,0.153502488,-0.762044194,-0.270849158,-0.440571848,-0.67022227,-0.225544546,-0.156357383,0.439602784,0.72407464,-0.166836922,0.564833163,-0.149287811,-0.368021327,-0.310720502,0.873376561,-0.404429748,-0.079035123,-0.333785716,0.432808426,-0.477162411,-0.176735658,-0.308077889,-0.540285827,0.870612929,-0.682313751,-0.157027209,-0.265286175,-0.356535055,0.42569652,-0.790513743,-0.571505984,-1.343261882,0.640580748,0.045059027,-0.329705146,-0.084353305,0.240365188,-0.378475928,-0.352262329,0.103443667,0.270543111,-0.419758199,-0.264408538,0.406840755,-0.829567433,-0.197410255,0.16726779,0.117136908,-0.281421398,0.803606133,0.869840456,-0.200370922,0.235217289,0.665034157,0.099161802,-0.131139735,0.29179358,0.821207884,0.022950327,-0.346295269,-0.376767628,-1.584059799,0.343213896,-0.083338832,-0.685054979,0.416669863
"4992","Q8TBN0","R3GEF_HUMAN Guanine nucleotide exchange factor for Rab-3A OS=Homo sapiens GN=RAB3IL1 PE=1 SV=1","RAB3IL1",0.087186013,0.366118594,0.027593518,0.103528329,-0.205973576,-0.030387647,0.160392684,0.236410966,0.004423388,-0.260343122,-0.057839759,-0.052026643,-0.06202636,1.011243334,0.216451311,0.393007623,0.059646567,-0.367870956,0.489004637,0.454700362,-0.36340252,0.269319074,0.181695986,0.816532002,0.773342965,0.614650209,0.691597715,-0.371466097,-0.930181867,0.116497688,0.088525512,-0.668036286,0.174175273,0.279106848,-0.269164653,-0.068395966,-0.040579385,0.265283942,0.328136721,0.598522576,-0.345649875,-0.369176213,-0.012739351,0.190601104,0.228808392,0.307064038,0.255998766,0.677589969,0.268343683,1.272358504,0.452810799,0.425894718,1.071196374,-0.375798634,0.103899641,-0.347165854,-0.721462304,0.358640339,-0.015796154,-0.00537238,-0.149718394,0.699924864,-0.571949663,-0.567751262,-0.684174338,0.137257146,0.027491287,0.313436401,-0.30432074,-0.951434105,-0.264312152,-0.004762161,0.561095244,-0.198138379,-0.615949302,-0.051882949,-0.110894136,-0.048835251,0.260611029,0.447262521,0.041640388,-0.586165414,-0.07151521,0.300709375,0.876535074,-0.241900829,-0.231616493
"4993","Q8TBP5","F174A_HUMAN Membrane protein FAM174A OS=Homo sapiens GN=FAM174A PE=2 SV=1","FAM174A",0.481069621,0.185579994,-0.560698371,-0.102274802,-0.529282863,-0.087965596,0.233994177,0.865020961,0.091261693,0.772357281,0.649090246,-0.258746923,-0.145477486,0.744675653,0.101333144,1.327143372,0.415105977,0.740995898,0.799135374,0.468819346,0.584381365,-0.120868839,-0.251208865,-0.605258225,-0.042318532,-0.721592845,-0.154060473,0.312273083,-0.492518445,0.715341192,0.255259962,0.210958054,-0.93644435,0.590280304,0.675004017,-0.387101858,0.04889145,-0.265150826,-0.07766854,-0.167412033,-0.454867686,-0.134248526,0.499142079,-0.086438077,0.358349728,0.129302712,-0.128976214,0.261081347,0.171756701,0.559752115,0.411335338,-0.097642261,-0.120320917,-0.112004205,-0.414516497,-0.252401736,-0.318978432,-0.100760193,-0.425078201,-0.280760117,-0.013744715,0.534317761,-0.378016583,1.32142632,0.486568537,0.692472931,1.024295064,1.25249713,0.333633209,1.053860376,1.013581899,-0.524154885,0.391690064,0.652908394,-1.617803624,0.269645149,-0.320962208,0.804694325,0.985235119,0.866697145,-0.385462217,0.502766396,0.34591619,1.104851528,-0.012071071,0.018405583,-0.454995512
"4994","Q8TBX8","PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3","PIP4K2C",0.700798643,0.125903802,0.354860479,-0.184331665,0.62889544,0.94698289,-0.440664137,-0.005030171,-0.922575498,0.121199814,0.377670592,0.038827358,-0.251542459,-0.732243886,-0.904813349,-0.622087605,-1.015760971,-0.235251752,-1.175441719,-0.118661989,-0.365809733,-0.344448112,0.094619454,-0.364311471,-0.504943295,-0.851698442,-0.264733322,2.446534859,-0.42528733,0.065632278,-0.495979935,-0.117038414,-0.649118731,-0.041837717,-0.006220053,-0.022111983,0.256653864,0.161605694,-0.300841725,0.537137787,0.249944369,0.12557611,0.028061189,-0.348832595,0.129191362,0.136749851,0.2086522,0.373723482,0.144147066,1.074946352,0.160235684,-0.364717792,-0.278225442,0.177481438,-0.042297405,0.165668178,-0.336220859,-0.538495342,-0.073385054,-0.186469218,0.3079634,0.19194178,0.327335528,0.0612766,0.431668478,-0.777553882,0.38414902,-0.802383808,-0.149029672,-0.301342875,-0.605639913,0.499552106,0.794721645,0.054398508,-0.217788113,0.004811941,0.0707611,0.542407859,2.444763572,0.230526149,-0.46013303,1.70656803,-0.677485878,0.521370686,-0.267340055,-0.491095245,-0.237804449
"4995","Q8TBZ6","TM10A_HUMAN tRNA methyltransferase 10 homolog A OS=Homo sapiens GN=TRMT10A PE=1 SV=1","TRMT10A",0.017070339,-0.15061547,0.26344434,-0.402063847,0.143979575,0.037195785,0.037138179,0.222384238,0.124282659,-0.043154538,0.051078125,0.247479752,-0.151940008,-0.299407782,-0.424061234,-0.020056303,-0.268295444,-0.056103034,-0.391667552,-0.131110291,0.103557512,0.739788879,0.720486879,-0.283445652,-0.398879802,0.424127986,-0.529536504,0.283910141,-0.149347461,-0.066757101,-0.15002836,0.08463748,-0.09755592,-0.069484006,-0.021924476,0.433952993,-0.007728543,0.242072524,0.116835237,0.220569398,0.027101159,-0.526688518,0.545302787,0.414777889,-0.292667373,-0.103725625,1.374408694,-0.388498581,-0.365246268,-0.250728214,-0.453403083,-1.033916597,-0.028946131,0.354324628,-0.290053546,0.790358448,0.924779431,-0.061595855,-0.04161801,-0.234216017,1.235798769,0.28260931,-0.143038823,0.394453953,-0.039645648,-0.342665565,-0.403065261,-0.501419783,-0.248546134,-0.121875557,0.001446726,0.007937191,0.568134724,0.31285469,1.165265732,0.057779742,0.304074019,0.200586074,-0.059462769,-0.186847571,0.060325902,0.120780686,0.432792467,-0.130068892,-0.071506949,0.080995212,0.153608001
"4996","Q8TC05","MDM1_HUMAN Nuclear protein MDM1 OS=Homo sapiens GN=MDM1 PE=1 SV=2","MDM1",0.189938385,0.660495688,0.211252027,0.144215323,-0.507375829,-0.087780245,-0.047834833,0.051249422,0.485639841,0.174849003,-0.401106481,1.015576578,1.090669962,-0.073298653,0.288827448,0.199793636,-0.280524692,-0.188059341,0.944410678,1.757401333,-0.759278397,-0.613461278,1.148631775,0.002494191,0.039074419,-0.227149485,-0.861099275,0.183896411,0.078704163,0.664371608,0.6005058,-0.513510924,0.335274095,0.396153223,-0.066081995,0.036302383,-0.217527486,-0.388468102,-0.566701581,-1.622837089,-0.481505134,-0.924582093,-0.571215121,0.303908782,1.733525943,2.232807904,-0.242878869,0.813595322,0.970620144,-1.190939801,0.239257899,0.098078621,0.233648603,-0.649126237,0.250553578,-0.308124724,-0.104125312,0.372136859,-0.446168962,0.224603571,-0.24687926,0.472746655,-0.081317121,-0.197986067,-0.347114071,0.230773359,0.131614038,0.473929164,-0.030619651,-0.021469126,0.056942752,-0.370758446,1.223779894,0.089615967,-0.835450361,-0.589145752,-0.084608886,0.083284112,1.483605196,0.036075122,0.607535821,0.025152402,0.237816695,1.148927582,-0.430135081,-0.145152086,-0.258397203
"4997","Q8TC07","TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2","TBC1D15",0.121467329,0.11847451,-0.07913044,0.016494905,0.247944974,0.281253507,-0.083218509,0.053314852,-0.435894254,0.87329728,0.133197092,-0.305430135,0.01920833,0.173631856,-0.214849419,-0.325327009,-0.004021313,0.15024588,0.164337454,0.325406896,-0.168005793,-0.146864215,0.145081448,-0.183787499,0.009062776,-0.416259079,-0.20243535,-0.195094455,-0.068572682,0.326304015,-0.2179881,-0.207387725,0.092433259,-0.399545048,-0.390789874,-0.16807885,-0.014420438,-0.366581317,-0.267191094,0.279069014,0.176866931,-0.195876062,-0.534047623,-0.626307433,0.036694653,0.255345359,-0.012587682,-0.417176486,-0.065751787,0.568754677,-0.097230583,0.053698584,-0.060796487,0.186864259,0.366948408,0.068501583,0.214317482,0.302721505,0.042630935,0.164505406,0.141380261,2.253098964,0.330388895,-0.43871495,0.650620972,-0.814556296,0.299913013,0.050526758,0.034667041,-0.35842981,-0.053927131,0.377560417,-0.46867094,-0.55400546,-0.555012764,-0.037834343,-0.043991163,-0.548503563,-0.03929334,0.010967765,-0.179926446,0.393409377,-0.398999834,-0.311500828,-0.033641646,-0.297711513,-0.263623946
"4998","Q8TC12","RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2","RDH11",-0.075743363,0.137413171,-0.345667957,0.287489254,0.490096834,0.445005012,0.087357781,0.043107406,-0.51216508,-0.318267581,-0.051095954,0.453685861,0.399723731,0.536029402,-0.271517084,-0.366432562,0.166969689,0.786329992,-0.306730574,0.397510802,0.897552731,0.64576913,-0.071879245,0.152250303,0.096285365,-0.250663342,1.06296086,0.198793908,0.985898155,0.189550967,0.255145254,0.058689793,-0.322321285,-0.859078135,-0.277088659,-0.371991158,0.086861654,0.005422466,0.433992753,1.236904018,0.077509863,0.413724982,0.080859315,-0.715748606,0.114976364,0.130679938,0.861068007,-0.06040161,0.568032584,0.633723434,0.296149355,0.018158556,0.067715963,-0.860109276,0.094100411,-0.29368401,0.296173712,0.061173291,0.057393783,-0.707590288,-0.273362701,-0.000166046,0.431991378,-1.23829641,0.649697781,0.689512712,0.454456061,0.283900546,-0.339650333,-0.836214687,0.120182732,0.005092505,-0.401320006,-0.050769854,-0.009308386,-0.068400675,0.107615197,-0.634875291,0.856072053,-0.694095404,0.397388666,-0.378402528,-0.458618768,-0.807469827,-0.444623523,-0.285561348,-0.284657994
"4999","Q8TC26","TM163_HUMAN Transmembrane protein 163 OS=Homo sapiens GN=TMEM163 PE=2 SV=1","TMEM163",-0.225431718,-0.67188357,-0.051025614,1.126305127,1.365594166,-0.39996954,0.657674948,-0.716599734,0.673781115,0.855331222,-1.126919425,-0.418073851,-0.278766009,-1.255479142,1.100018438,0.158587465,0.320057591,-0.972592103,1.113485398,-0.395617902,-0.592718256,-0.117707251,-0.375502077,-0.108560384,-0.462141732,0.279429422,-0.540315072,-0.043986781,0.736376657,-0.499229383,0.419652596,0.043548089,0.038744003,-0.064095394,0.034737025,-0.350872051,2.683676872,-0.968121722,-1.572316329,-2.883613938,-2.438637417,-1.474956067,1.530155487,-1.643855235,-1.02879163,-1.437920701,-0.659622827,1.400832635,0.643966349,-0.975389766,-0.108896275,-0.582324616,-0.325651752,1.153311061,-0.814176288,0.639790316,-1.3579434,-0.426729797,-0.65311235,-1.82613675,-0.848678222,2.61885115,1.380940217,0.552536409,-0.537342291,0.200950194,-0.199781286,-0.216850537,-1.516099109,1.969117567,-0.852395265,-0.589220067,0.126333127,-0.147006239,-0.541482146,1.08516418,-1.369768364,-0.435614543,2.861160859,2.259872271,-1.112107174,0.033690315,-0.80950475,1.655324693,-0.60273412,-1.198680146,-0.689473372
"5000","Q8TC71","MIEAP_HUMAN Mitochondria-eating protein OS=Homo sapiens GN=SPATA18 PE=1 SV=1","SPATA18",-0.251911025,1.026849183,1.323846129,-1.066046279,-1.372412084,-0.506293461,-2.108278045,-2.046221874,0.201805442,0.781937608,-1.157876692,1.992800033,2.106453789,-0.879304172,-0.913477536,0.600517939,-1.392841266,-1.75156106,1.082362942,2.604389813,0.02949559,-0.49156155,2.993374708,-0.244172404,-0.92683474,-0.810537784,-0.675383334,-1.262293334,0.665165936,-1.901572774,2.8340446,-1.19225415,-1.322513716,-0.47033587,-1.932795142,-1.862539998,-0.686482741,-0.623328506,-0.95698125,-1.296003902,-0.324279814,-1.197783732,-1.430491841,0.084262167,2.456446825,3.67069274,-0.1614723,-0.594962881,1.055357415,-1.640699287,-0.466950943,-1.653397793,-0.850513068,-2.191237302,-2.81836102,-1.883546624,-3.03533638,-2.521723274,-1.561581038,-1.631085642,-1.016477117,-0.235114739,0.072709746,-0.58774195,-1.529128751,0.141825681,-1.527610141,0.667872635,-1.957542138,1.114085327,-1.921631324,-1.333982407,2.409549181,0.061712157,-1.201735189,-1.517049965,-1.276920869,-1.094726261,1.946993792,-2.151495136,0.689634798,-2.099672531,-1.108374288,2.047532588,-0.893208256,-1.411782402,-1.381647941
"5001","Q8TCA0","LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens GN=LRRC20 PE=1 SV=1","LRRC20",-0.216374511,-0.712299571,0.324688812,-0.793208582,0.874665475,0.347123642,-0.430740464,0.14292226,0.011930998,-0.144660035,0.102612481,0.205107823,-0.249228322,-0.501896004,-0.192780539,0.187899649,-0.506684757,-0.493038982,-0.706419215,-0.12669015,-2.329624676,0.532147546,-1.562517435,-1.058360654,-0.485081119,-1.389312053,-1.078678852,-1.247180903,0.951690191,-0.130682906,0.215703836,-0.508643504,-0.552539439,0.843986595,1.914966577,0.159286066,1.978872528,0.626915366,-0.439666028,0.225497238,0.377447227,-0.42909772,-0.457586239,0.212054531,0.121489657,-1.820174886,0.245504433,0.366250002,-0.875493698,-0.364992161,0.716667056,-1.473313975,0.253616777,0.198736568,0.190260213,-0.462990487,0.262653762,-0.4233209,0.067854638,-0.428847563,0.31216646,-0.208362725,-0.056922031,2.897878054,0.048905699,0.658994205,-1.192337748,-1.085801993,-0.502008035,0.124186432,-0.876387402,-0.669308317,0.538797119,-0.814948524,-0.286523753,-0.208520946,-1.539038035,-1.076577941,0.044138233,-0.348416208,-0.345354289,0.576412952,0.239008238,0.55681731,-0.085441812,-0.106473739,0.17870867
"5002","Q8TCC3","RM30_HUMAN 39S ribosomal protein L30, mitochondrial OS=Homo sapiens GN=MRPL30 PE=1 SV=1","MRPL30",-0.132862733,-0.124328528,-0.340777968,-0.042293151,0.132059547,-0.078448481,-0.43676329,-0.500575597,-0.526930821,0.183176409,0.189683646,-0.106547432,-0.416844964,-0.391234753,0.155548672,1.236405067,0.481429337,-0.574681377,-0.840829337,0.538444693,-0.285548428,0.244486907,0.285479867,-0.33759933,-0.288085251,0.751387949,-0.414082374,0.079500408,0.19822809,-0.387765475,-0.469868551,0.023844702,0.112282061,-0.596616883,0.224638727,0.130043295,0.468224263,-0.122857708,0.152768089,0.953357633,0.375052672,0.33791204,-0.057569061,0.072300139,0.220069401,0.156196639,0.535958429,-0.540179958,1.672527361,-0.346959169,0.149052854,0.044995816,-0.675339979,0.10821529,-0.381196329,-1.271028636,0.185353989,-1.155162743,-0.363861201,-1.137287602,0.372085005,-0.89963274,-0.13114794,-0.181156135,-0.71602079,0.189502491,-0.637551445,-0.822859873,-0.82877154,-0.646883698,0.02717392,-0.243671112,0.667655635,0.545044085,-0.290053406,0.000211737,0.344932851,0.762271437,0.756822585,-1.189444854,0.631122386,-0.031393081,-0.104029839,-0.968917971,-0.441671627,0.404460051,-0.152266544
"5003","Q8TCD1","CR032_HUMAN UPF0729 protein C18orf32 OS=Homo sapiens GN=C18orf32 PE=3 SV=1","C18orf32",-0.110358029,-0.109353182,0.169372856,-0.123041221,0.115826625,-0.214229872,-0.248477392,-0.012387506,-0.143719606,-0.531207717,1.404519217,-0.359203756,0.12985727,-0.873559216,-0.055054985,-0.475502187,-0.163822938,-0.134552449,-0.259891306,-0.469667596,0.129411126,-0.177979159,-0.707268125,-0.510604673,-0.179729926,-0.296388834,-0.395952138,-1.085679106,-0.17533297,0.159435046,-0.898203517,0.302653528,-2.393279278,-0.830298696,-2.115796813,-0.87075035,-0.473064511,-1.099653489,0.400215726,-0.238677553,-0.436027811,0.39758175,-0.513540147,-0.725666094,-0.26824982,-0.297414407,0.160234095,-0.282215044,-0.492579693,1.648120237,-0.631420674,-0.158414608,-1.003987486,0.117846282,-0.070920266,-0.171957163,1.442987125,-0.511297488,-0.397169732,-0.270613578,0.255039974,-0.074592734,0.173620566,0.792275073,0.747121763,-1.244155757,-0.045006346,0.07392907,-1.099804542,0.750519872,-0.236102965,0.229293263,-0.090576233,0.050595382,-0.051397567,0.541689548,0.165271479,0.352626247,0.190394248,-0.104226411,0.090686287,-0.003959848,0.074084696,-0.230523633,0.06488364,0.481363069,0.033310239
"5004","Q8TCD5","NT5C_HUMAN 5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2","NT5C",0.102017274,0.068329373,0.181047432,-0.272920455,0.566814079,0.526449754,-0.272458376,0.159165136,-0.08672657,-0.206781592,0.654777348,-0.027839213,0.267210158,-0.274974313,0.400327602,0.079131043,-0.43342208,-0.208646491,-0.608697192,0.360418112,-0.131551618,-0.059777562,0.182565051,0.161325066,0.072424134,0.447422235,0.312529261,0.345353026,0.797421693,0.266780803,0.459763329,-0.484484439,0.643473558,0.463958789,-0.010971354,0.283232278,0.43209214,0.313595319,0.006099043,-0.229455184,0.190678309,-0.619860193,0.148527051,0.305873426,1.050914973,0.200636049,0.247696458,0.159116936,-0.300572917,-0.670795168,-0.364880982,0.067245171,-0.1788231,-0.152723141,0.268944568,0.037546626,0.28501944,0.06658868,0.088206292,-0.153654817,0.342757094,0.015854884,-0.077289996,-0.417030784,0.392074729,-0.6700513,0.04668202,-0.711374264,0.069351714,0.582032756,-0.037845447,0.06638431,0.459518135,-0.054243806,0.291802509,0.67828683,-0.071982448,0.264707625,0.463432147,-0.034414088,0.125632446,0.153190777,0.157188025,0.045503961,0.372600874,-0.226141237,0.464200408
"5005","Q8TCE6","FA45A_HUMAN Protein FAM45A OS=Homo sapiens GN=FAM45A PE=2 SV=1","FAM45A",-0.114273942,-0.37384574,0.032745529,0.65281674,0.202644976,-0.411327508,-0.597225831,-0.53602695,-0.585987726,0.086055851,-0.568942168,-0.168571714,0.130289546,0.314734476,0.374756485,0.422640784,0.3740107,0.033935152,0.132404772,0.16370455,0.288959953,-0.695640911,-0.380074879,-0.181635242,-0.00925156,0.217648696,-0.221665683,-0.429644148,0.396089589,0.267138048,0.046988274,0.273836808,-0.517701038,-0.023375035,-0.129728104,-0.082641008,0.285401884,0.029449904,-0.102618123,0.298702112,-0.301932903,-0.051586029,0.235200957,-0.099958778,0.11657023,0.106095341,-0.154537046,0.038459876,0.146162745,0.094999749,-0.179557711,0.28536675,-0.057855705,0.433288719,0.015322452,-0.077369089,0.080398939,0.212486852,-0.323155857,0.336340434,0.301064803,0.148472979,0.441001573,0.728211591,0.54413983,0.295679138,0.263932497,0.47592704,0.347319082,0.092511389,0.067197669,0.32168225,0.145635283,-0.087331113,-0.264921468,0.067847163,0.23396601,0.080126681,0.769650842,0.63533397,-0.006028644,0.199828661,-0.649522964,0.11168521,-0.157353217,-0.364626775,0.308910094
"5006","Q8TCF1","ZFAN1_HUMAN AN1-type zinc finger protein 1 OS=Homo sapiens GN=ZFAND1 PE=1 SV=1","ZFAND1",0.094549155,-0.303650777,0.627831149,-0.441645269,0.362873779,0.395144431,0.182091012,0.209508282,0.275129389,-0.098581108,0.281447735,-0.183691402,0.079933352,-0.102118479,-0.010977832,-0.074786087,0.120761724,0.170550074,-0.132649532,-0.408137795,-0.477656241,-0.462503726,-0.957503744,-0.229162731,0.004796851,2.153486751,-0.339018458,-0.127688607,0.038963227,0.266795541,-0.143888888,0.024809405,0.077875487,0.04332115,0.268168039,0.054124897,0.049892491,0.078431843,0.25221363,0.200225096,0.289392566,0.244625587,0.106708455,-0.020302574,-0.027813514,0.154810085,0.084593409,-0.145058094,-0.010409765,-0.074149642,-0.024533355,-0.032728901,0.13705832,0.116912217,-0.146874062,-0.089711481,0.278262577,-0.050651893,-0.075590014,-0.11283027,-0.039251103,-0.214465017,-0.470030111,0.528952918,1.100612454,0.566095142,0.61155498,0.548503546,0.608710187,1.162595478,0.500746996,0.346533231,0.096113459,0.355697899,-0.195903866,0.606966196,0.241685254,0.198753369,-0.694028852,-0.230856346,0.5809828,0.201642941,0.931966492,-0.102333898,-0.260161263,-0.156187158,0.673923581
"5007","Q8TCG1","CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2","KIAA1524",-0.123247438,-0.014222159,-0.838744959,-1.306066002,-0.042235527,0.449123119,-0.630276963,0.045531202,-0.883783579,-0.796472297,1.013966148,-0.517311077,-0.141108671,0.557325009,-0.344536259,-0.363562576,-0.264372294,-0.026776514,-1.077752493,0.296576421,-0.15609117,-0.024372664,0.53371063,0.537296035,0.303610686,0.281217914,-0.39200583,0.594068734,-0.274517099,0.379705027,-0.497330695,-0.2650604,-0.768748077,0.072114389,-0.336701562,-0.9108934,1.442719246,-0.185431473,1.30169252,0.752773413,1.497255375,0.766524764,-0.206935272,0.160287674,-0.153636623,0.090173164,0.482328684,-0.588908062,-0.521696334,0.846342466,-0.829542535,-0.645139378,0.324566063,-0.095612188,0.817843416,0.45946925,1.779939783,1.272914871,0.752060574,1.242222554,0.645128154,-0.104815386,-0.231189483,-0.415129054,0.687604297,-0.307265316,-0.144432588,-0.501210176,-0.007099434,-0.500868547,0.040487484,0.544121209,-0.095443715,0.320013769,1.386933179,0.169372721,0.630898869,-0.030391194,-0.400473576,-0.569827286,0.198436613,0.393640519,-0.450091459,-0.312107408,0.603941467,0.264154279,0.212070541
"5008","Q8TCG2","P4K2B_HUMAN Phosphatidylinositol 4-kinase type 2-beta OS=Homo sapiens GN=PI4K2B PE=1 SV=1","PI4K2B",0.322123348,0.027354442,-0.24077884,-0.225104228,0.017273725,-0.027176892,-0.296606356,-0.425411242,-0.386580525,0.390003365,-0.172137013,-0.761809739,-0.210919108,-0.565730719,-0.243378958,-0.112085234,-0.083834938,0.175230172,0.668461865,0.289123811,0.226106551,0.275115127,0.117362527,-0.013439332,-0.305469593,-0.089076598,-0.031231451,0.090273249,-0.004722952,0.45756366,0.070910822,-0.116863103,-0.166769213,0.170697852,-0.31196971,-0.049837153,0.190473885,0.147591992,-0.165057475,0.164132885,0.117691564,-0.024119085,0.021116032,0.527567337,0.441421753,-0.231743256,-0.53469599,-0.108852817,-0.111181882,-0.371689378,-0.202709281,0.07223841,0.320285805,0.129862974,-0.288360836,0.425510568,0.227571206,0.00873605,-0.127986891,-0.036362602,-0.015113638,0.59866933,0.242833967,-0.116144904,0.024629549,-0.149192921,-0.374687778,-0.091368523,0.120499536,0.036754773,-0.162127351,-0.063478342,0.560230941,-0.228942335,-0.100310029,0.16756736,-0.218539394,0.431792417,0.75046241,0.37833463,-0.180018982,0.270821511,-0.265373532,0.446716425,-0.512633813,-0.318760884,0.195984758
